package	version	architecture	apt_mark	category	rebuild_profile	direct_or_dependency	component_or_feature	reason	evidence	confidence	notes
dmidecode	3.6-2	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
dmsetup	2:1.02.205-2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: parted, rpd-common, udisks2.	medium	parents=parted,rpd-common,udisks2
dns-root-data	2025080400~deb13u1	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
dnsmasq-base	2.91-1+deb13u1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
docutils-common	0.21.2+dfsg-2	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
dos2unix	7.5.2-1+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: userconf-pi.	medium	parents=userconf-pi
dosbox-x	2025.02.01+dfsg-3	arm64	manual	experiment	experimental-full-clone	direct	desktop/application experiment	Preserved experiment, alternate desktop/session implementation, or future-feature candidate.	APT/dpkg history and installed launchers indicate desktop/app experimentation; owner requested experiments be preserved.	medium	none
dosbox-x-data	2025.02.01+dfsg-3	all	auto	experiment	experimental-full-clone	dependency	desktop/application experiment	Preserved experiment, alternate desktop/session implementation, or future-feature candidate.	APT/dpkg history and installed launchers indicate desktop/app experimentation; owner requested experiments be preserved.	medium	none
dosfstools	4.2-1.2	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
dpkg	1.22.22	arm64	manual	base-os	base	direct	Raspberry Pi OS / desktop base	Part of Raspberry Pi OS, Raspberry Pi hardware support, firmware, kernel, or Raspberry Pi desktop metapackage set.	Installed Raspberry Pi/Debian package and current OS baseline evidence.	high	none
dpkg-dev	1.22.22	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
dracut-install	106-6	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: initramfs-tools, plymouth, linux-image-rpi-2712.	medium	parents=initramfs-tools,plymouth,linux-image-rpi-2712
dwz	0.15-1+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: debhelper.	medium	parents=debhelper
e2fsprogs	1.47.2-3+b11	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
eatmydata	131-2	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
ed	1.21.1-1	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
eject	2.41-5	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: cloud-init, rpi-cloud-init-mods, rpd-x-core.	medium	parents=cloud-init,rpi-cloud-init-mods,rpd-x-core
emacsen-common	3.0.8	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: libwebkit2gtk-4.1-0:arm64.	medium	parents=libwebkit2gtk-4.1-0:arm64
enchant-2	2.8.2+dfsg1-3	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
eom	1.26.1-1+b2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
eom-common	1.26.1-1	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
eslint	6.4.0~dfsg+~6.1.9-12	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
ethtool	1:6.14.2-1	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
evince	48.1-3+deb13u1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
evince-common	48.1-3+deb13u1	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
exfatprogs	1.2.9-1+deb13u1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
exo-utils	4.20.0-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: thunar, xfce4-panel, xfce4-settings.	medium	parents=thunar,xfce4-panel,xfce4-settings
fakeroot	1.37.1.1-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
fbi	2.14-1	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
fbset	2.1-34	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
fcitx-bin	1:4.2.9.9-2+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: fcitx-libs-dev.	medium	parents=fcitx-libs-dev
fcitx-libs-dev	1:4.2.9.9-2+b1	arm64	manual	development-toolchain	development	direct	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
fdisk	2.41-5	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
feedbackd	0.8.2-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
feedbackd-common	0.8.2-1	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
feedbackd-device-themes	0.8.3-2	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
